代码,名称,暂停申购起始日,恢复申购日期,单日申购上限(万元),暂停申购天数,暂停申购原因,投资类型,基金成立年限,去年净值增长率,同类平均收益率,"同类基金区间收益排名
","同类基金区间收益排名(百分比)
","报告期净值增长率
[报告期]去年年报
过去1年
","报告期业绩比较基准增长率
","报告期净值增长率减基准增长率
","报告期净值增长率标准差减基准标准差
",基金规模2020,基金规模2018,基金规模2019,基金规模排名
519981.OF,长信标普100等权重指数(QDII),暂停大额申购,2020-03-26,——,2020-03-26,——,1.0000,——,2020-03-26,——,"为保护基金份额持有人的利益,根据《长信美国标准普尔100等权重指数增强型证券投资基金基金合同》的有关规定,暂停本基金1万以上的大额申购(含定期定额投资)业务。",QDII,长信基金管理有限责任公司,,,,,,,
519998.OF,长信利息收益货币B,暂停大额申购,2018-01-05,——,2019-02-27,——,500.0000,——,2018-01-04,——,"为保护基金份额持有人的利益,根据《长信利息收益开放式证券投资基金基金合同》的有关规定,暂停长信利息收益货币的大额申购(含转换转入、定期定额投资)业务。",货币式基金,长信基金管理有限责任公司,,,,,,,
519999.OF,长信利息收益货币A,暂停大额申购,2018-01-05,——,2019-02-27,——,500.0000,——,2018-01-04,——,"为保护基金份额持有人的利益,根据《长信利息收益开放式证券投资基金基金合同》的有关规定,暂停长信利息收益货币的大额申购(含转换转入、定期定额投资)业务。",货币式基金,长信基金管理有限责任公司,,,,,,,
530002.OF,建信货币A,暂停大额申购,2017-09-01,——,2017-09-01,——,500.0000,——,2017-08-31,——,保护基金份额持有人利益,货币式基金,建信基金管理有限责任公司,,,,,,,
530009.OF,建信收益增强债券A,暂停大额申购,2020-01-22,——,2020-01-22,——,"1,000.0000",——,2020-01-22,——,保护基金份额持有人利益,混合债券型基金（二级）,建信基金管理有限责任公司,,,,,,,
530014.OF,建信双周理财A,暂停大额申购,2016-07-15,——,2018-01-23,——,500.0000,——,2016-07-13,——,保护基金份额持有人利益,中短期纯债型基金,建信基金管理有限责任公司,,,,,,,
530017.OF,建信双息红利债券A,暂停大额申购,2020-01-22,——,2020-01-22,——,"1,000.0000",——,2020-01-22,——,保护基金份额持有人利益,混合债券型基金（二级）,建信基金管理有限责任公司,,,,,,,
530028.OF,建信短债债券C,暂停大额申购,2016-07-15,——,2018-01-23,——,500.0000,——,2016-07-13,——,保护基金份额持有人利益,中短期纯债型基金,建信基金管理有限责任公司,,,,,,,
530029.OF,建信双月安心理财A,暂停大额申购,2016-08-25,——,2017-10-17,——,5.0000,——,2016-08-23,——,保护基金份额持有人利益,中短期纯债型基金,建信基金管理有限责任公司,,,,,,,
530030.OF,建信周盈安心理财债券A,暂停大额申购,2016-07-27,——,2018-04-12,——,50.0000,——,2016-07-23,——,保护基金份额持有人利益,中短期纯债型基金,建信基金管理有限责任公司,,,,,,,
531009.OF,建信收益增强债券C,暂停大额申购,2020-01-22,——,2020-01-22,——,"1,000.0000",——,2020-01-22,——,保护基金份额持有人利益,混合债券型基金（二级）,建信基金管理有限责任公司,,,,,,,
531014.OF,建信双周理财B,暂停大额申购,2016-07-15,——,2018-01-23,——,500.0000,——,2016-07-13,——,保护基金份额持有人利益,中短期纯债型基金,建信基金管理有限责任公司,,,,,,,
531017.OF,建信双息红利债券C,暂停大额申购,2020-01-22,——,2020-01-22,——,"1,000.0000",——,2020-01-22,——,保护基金份额持有人利益,混合债券型基金（二级）,建信基金管理有限责任公司,,,,,,,
531028.OF,建信短债债券A,暂停大额申购,2016-07-15,——,2018-01-23,——,500.0000,——,2016-07-13,——,保护基金份额持有人利益,中短期纯债型基金,建信基金管理有限责任公司,,,,,,,
531029.OF,建信双月安心理财B,暂停大额申购,2016-08-25,——,2017-10-17,——,5.0000,——,2016-08-23,——,保护基金份额持有人利益,中短期纯债型基金,建信基金管理有限责任公司,,,,,,,
531030.OF,建信周盈安心理财债券B,暂停大额申购,2016-07-27,——,2018-04-12,——,50.0000,——,2016-07-23,——,保护基金份额持有人利益,中短期纯债型基金,建信基金管理有限责任公司,,,,,,,
539003.OF,建信富时100指数(QDII)人民币A,暂停大额申购,2018-10-16,——,2018-10-16,——,30.0000,——,2018-10-16,——,"保护基金份额持有人利益,保持基金的平稳运行",QDII,建信基金管理有限责任公司,,,,,,,
550012.OF,中信保诚景华债券A,暂停大额申购,2020-02-13,——,2020-03-05,——,1.0000,——,2020-02-13,——,"为保证基金平稳转型,维护份额持有人利益",长期纯债型基金,中信保诚基金管理有限公司,,,,,,,
550013.OF,中信保诚景华债券C,暂停大额申购,2020-02-13,——,2020-03-05,——,1.0000,——,2020-02-13,——,"为保证基金平稳转型,维护份额持有人利益",长期纯债型基金,中信保诚基金管理有限公司,,,,,,,
573003.OF,诺德增强收益债券,暂停大额申购,2020-04-07,——,2020-04-07,——,500.0000,——,2020-04-03,——,为保护投资者利益。,混合债券型基金（二级）,诺德基金管理有限公司,,,,,,,
620006.OF,金元顺安消费主题混合,暂停大额申购,2020-02-21,——,2020-02-21,——,10.0000,——,2020-02-21,——,"为保证本基金的稳定运作,保护基金份额持有人利益,本基金管理人决定于2020年02月21日暂停本基金的大额申购(含转换转入、定期定额投资)业务。",偏股混合型基金,金元顺安基金管理有限公司,,,,,,,
620010.OF,金元顺安金元宝货币A,暂停大额申购,2018-07-05,——,2019-01-11,——,100.0000,——,2018-07-05,——,"为保证本基金的稳定运作,保护基金份额持有人利益,本基金管理人决定于2018年06月29日暂停本基金的大额申购(含转换转入、定期定额投资)业务。",货币式基金,金元顺安基金管理有限公司,,,,,,,
620011.OF,金元顺安金元宝货币B,暂停大额申购,2018-07-05,——,2019-01-11,——,100.0000,——,2018-07-05,——,"为保证本基金的稳定运作,保护基金份额持有人利益,本基金管理人决定于2018年06月29日暂停本基金的大额申购(含转换转入、定期定额投资)业务。",货币式基金,金元顺安基金管理有限公司,,,,,,,
660007.OF,农银货币A,暂停大额申购,2015-05-07,——,2018-07-23,——,"1,000.0000",——,2015-05-07,——,"为了保证基金的平稳运作,保护基金份额持有人利益。",货币式基金,农银汇理基金管理有限公司,,,,,,,
660016.OF,农银7天理财债券A,暂停大额申购,2015-05-07,——,2020-04-22,——,10.0000,——,2015-05-07,——,"为了保证基金的平稳运作,保护基金份额持有人利益。",中短期纯债型基金,农银汇理基金管理有限公司,,,,,,,
660107.OF,农银货币B,暂停大额申购,2015-05-07,——,2018-07-23,——,"1,000.0000",——,2015-05-07,——,"为了保证基金的平稳运作,保护基金份额持有人利益。",货币式基金,农银汇理基金管理有限公司,,,,,,,
660116.OF,农银7天理财债券B,暂停大额申购,2015-05-07,——,2020-04-22,——,10.0000,——,2015-05-07,——,"为了保证基金的平稳运作,保护基金份额持有人利益。",中短期纯债型基金,农银汇理基金管理有限公司,,,,,,,
673030.OF,西部利得多策略优选混合,暂停大额申购,2019-05-14,——,2019-05-14,——,20.0000,——,2019-05-14,——,投资管理及保护基金份额持有人利益,偏股混合型基金,西部利得基金管理有限公司,,,,,,,
673081.OF,西部利得祥运混合A,暂停大额申购,2019-06-20,——,2019-06-20,——,100.0000,——,2019-06-20,——,保护基金份额持有人利益,偏股混合型基金,西部利得基金管理有限公司,,,,,,,
673083.OF,西部利得祥运混合C,暂停大额申购,2019-06-20,——,2019-06-20,——,100.0000,——,2019-06-20,——,保护基金份额持有人利益,偏股混合型基金,西部利得基金管理有限公司,,,,,,,
673090.OF,西部利得个股精选股票,暂停大额申购,2019-07-30,——,2019-11-12,——,100.0000,——,2019-07-30,——,保护基金份额持有人利益,普通股票型基金,西部利得基金管理有限公司,,,,,,,
675041.OF,西部利得合享A,暂停大额申购,2019-01-08,——,2020-04-21,——,50.0000,——,2019-01-08,——,保护基金份额持有人利益,混合债券型基金（二级）,西部利得基金管理有限公司,,,,,,,
675043.OF,西部利得合享C,暂停大额申购,2019-01-08,——,2019-11-13,——,"1,000.0000",——,2019-01-08,——,保护基金份额持有人利益,混合债券型基金（二级）,西部利得基金管理有限公司,,,,,,,
675061.OF,西部利得天添富货币A,暂停大额申购,2017-04-13,——,2020-05-06,——,"1,000.0000",——,2017-04-13,——,因投资管理及保护基金持有人利益需要,货币式基金,西部利得基金管理有限公司,,,,,,,
675062.OF,西部利得天添富货币B,暂停大额申购,2017-04-13,——,2020-05-06,——,"1,000.0000",——,2017-04-13,——,因投资管理及保护基金持有人利益需要,货币式基金,西部利得基金管理有限公司,,,,,,,
675071.OF,西部利得天添金货币A,暂停大额申购,2019-01-02,——,2020-05-06,——,"2,000.0000",——,2018-12-29,——,投资管理及保护基金持有人利益需要,货币式基金,西部利得基金管理有限公司,,,,,,,
675072.OF,西部利得天添金货币B,暂停大额申购,2019-01-02,——,2020-05-06,——,"2,000.0000",——,2018-12-29,——,投资管理及保护基金持有人利益需要,货币式基金,西部利得基金管理有限公司,,,,,,,
675111.OF,西部利得汇享债券A,暂停大额申购,2020-03-09,——,2020-03-09,——,500.0000,——,2020-03-03,——,保护基金份额持有人利益,长期纯债型基金,西部利得基金管理有限公司,,,,,,,
675113.OF,西部利得汇享债券C,暂停大额申购,2020-03-09,——,2020-03-09,——,500.0000,——,2020-03-03,——,保护基金份额持有人利益,长期纯债型基金,西部利得基金管理有限公司,,,,,,,
686868.OF,浙商聚盈纯债A,暂停大额申购,2016-09-05,——,2019-07-23,——,5.0000,——,2016-09-03,——,为保护基金份额持有人利益,长期纯债型基金,浙商基金管理有限公司,,,,,,,
686869.OF,浙商聚盈纯债C,暂停大额申购,2016-09-05,——,2019-07-23,——,5.0000,——,2016-09-03,——,为保护基金份额持有人利益,长期纯债型基金,浙商基金管理有限公司,,,,,,,
690001.OF,民生加银品牌蓝筹混合,暂停大额申购,2019-11-14,——,2019-11-14,——,10.0000,——,2019-11-13,——,"为了保证基金的平稳运作,保护基金份额持有人利益。",偏股混合型基金,民生加银基金管理有限公司,,,,,,,
690010.OF,民生加银现金增利货币A,暂停大额申购,2017-04-24,——,2019-04-22,——,"5,000.0000",——,2017-04-20,——,"为了保证基金的平稳运作,保护基金份额持有人利益。",货币式基金,民生加银基金管理有限公司,,,,,,,
690012.OF,民生加银丰鑫债券,暂停大额申购,2017-09-12,——,2017-09-12,——,500.0000,——,2017-09-09,——,"为了保证基金的平稳运作,保护基金份额持有人利益。",长期纯债型基金,民生加银基金管理有限公司,,,,,,,
690210.OF,民生加银现金增利货币B,暂停大额申购,2017-04-24,——,2019-04-22,——,"5,000.0000",——,2017-04-20,——,"为了保证基金的平稳运作,保护基金份额持有人利益。",货币式基金,民生加银基金管理有限公司,,,,,,,
700005.OF,平安添利债券A,暂停大额申购,2020-03-12,——,2020-03-12,——,500.0000,——,2020-03-12,——,"为了保证基金的平稳运作,保护基金持有人的利益。",长期纯债型基金,平安基金管理有限公司,,,,,,,
700006.OF,平安添利债券C,暂停大额申购,2020-03-12,——,2020-03-12,——,500.0000,——,2020-03-12,——,"为了保证基金的平稳运作,保护基金持有人的利益。",长期纯债型基金,平安基金管理有限公司,,,,,,,
730003.OF,方正富邦货币A,暂停大额申购,2018-09-20,——,2019-08-16,——,"5,000.0000",——,2018-09-18,——,"根据中国证监会相关规定及沪深交易所休市安排,为保护持有人利益,特暂停相关业务。",货币式基金,方正富邦基金管理有限公司,,,,,,,
730103.OF,方正富邦货币B,暂停大额申购,2018-09-20,——,2019-08-16,——,"5,000.0000",——,2018-09-18,——,"根据中国证监会相关规定及沪深交易所休市安排,为保护持有人利益,特暂停相关业务。",货币式基金,方正富邦基金管理有限公司,,,,,,,
740601.OF,长安货币A,暂停大额申购,2018-04-27,——,2018-04-27,——,"1,000.0000",——,2018-04-27,——,为保护现有基金份额持有人利益,货币式基金,长安基金管理有限公司,,,,,,,
740602.OF,长安货币B,暂停大额申购,2018-04-27,——,2018-04-27,——,"1,000.0000",——,2018-04-27,——,为保护现有基金份额持有人利益,货币式基金,长安基金管理有限公司,,,,,,,
